,STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,TOTAL ELECTORS
422,Karnataka,BIJAPUR,JIGAJINAGI RAMESH CHANDAPPA,1,BJP,Lotus,MALE,0,66,SC,Graduate,504122985,1600000,633868,1999,635867,35.3733644,57.15694391,1797587
423,Karnataka,BIJAPUR,DR. SUNITA DEVANAND CHAVAN,0,JD(S),A lady farmer carrying paddy on her head,FEMALE,0,42,SC,Doctorate,49482018,14184713,377342,487,377829,21.0186767,33.962371,1797587
424,Karnataka,BIJAPUR,DHAREPPA MAHADEV ARDHAVAR,0,IND,Ganna Kisan,MALE,0,33,SC,Graduate Professional,3226500,675000,23701,5,23706,1.318767882,2.130889812,1797587
425,Karnataka,BIJAPUR,PUJARI SHRINATH SANGAPPA,0,BSP,Elephant,MALE,3,36,SC,Graduate Professional,2680100,0,23389,53,23442,1.304081527,2.107159326,1797587
427,Uttar Pradesh,BIJNOR,MALOOK NAGAR,1,BSP,Elephant,MALE,7,53,GENERAL,Graduate,2499628021,1016148176,559824,1221,561045,33.71411402,50.91309532,1664125
428,Uttar Pradesh,BIJNOR,RAJA BHARATENDRA SINGH,0,BJP,Lotus,MALE,3,55,GENERAL,Graduate,49867061,0,488061,3043,491104,29.51124465,44.56616629,1664125
429,Uttar Pradesh,BIJNOR,NASIMUDDIN SIDDIQUI,0,INC,Hand,MALE,1,59,GENERAL,Graduate Professional,130739688,0,25699,134,25833,1.55234733,2.344264705,1664125
430,Rajasthan,BIKANER (SC),ARJUN RAM MEGHWAL,1,BJP,Lotus,MALE,0,65,SC,Post Graduate,23524459,1060314,655427,2316,657743,35.52241595,59.76765107,1851628
431,Rajasthan,BIKANER (SC),MADAN GOPAL MEGHWAL,0,INC,Hand,MALE,0,55,SC,Graduate,39962659,4966129,392268,1394,393662,21.26031795,35.77119491,1851628
433,Rajasthan,BIKANER (SC),BHAIRA RAM,0,BSP,Elephant,MALE,0,47,SC,5th Pass,1154500,0,11357,55,11412,0.616322501,1.036983189,1851628
434,Chhattisgarh,BILASPUR,ARUN SAO,1,BJP,Lotus,MALE,0,51,GENERAL,Graduate Professional,13544588,50000,633268,1291,634559,33.80793232,52.43158294,1876953
435,Chhattisgarh,BILASPUR,ATAL SHRIVASTAV,0,INC,Hand,MALE,4,51,GENERAL,Graduate Professional,158233341,11386394,492185,611,492796,26.25510601,40.71815914,1876953
436,Chhattisgarh,BILASPUR,UTTAM DAS GUROO GOSAI,0,BSP,Elephant,MALE,0,47,GENERAL,12th Pass,9874225,0,21088,92,21180,1.128424633,1.750035736,1876953
437,West Bengal,BIRBHUM,SATABDI ROY,1,AITC,Flowers and Grass,FEMALE,0,49,GENERAL,Graduate,48652722,18604443,653426,651,654077,38.49280169,45.10539905,1699219
438,West Bengal,BIRBHUM,DUDH KUMAR MONDAL,0,BJP,Lotus,MALE,7,63,GENERAL,Graduate,6559932,100000,563715,1438,565153,33.25957396,38.97316614,1699219
439,West Bengal,BIRBHUM,KARIM REZAUL,0,CPI(M),"Hammer, Sickle and Star",MALE,0,54,GENERAL,Doctorate,11877651,1595184,96673,90,96763,5.694557323,6.672813335,1699219
440,West Bengal,BIRBHUM,IMAM HOSSAIN,0,INC,Hand,MALE,0,51,GENERAL,12th Pass,12369362,0,75451,95,75546,4.445924863,5.209680934,1699219
441,West Bengal,BIRBHUM,AHAMED FARUK,0,RVNP,Tractor Chalata Kisan,MALE,0,49,GENERAL,10th Pass,3294000,120000,15171,0,15171,0.892821938,1.046197938,1699219
442,West Bengal,BISHNUPUR,KHAN SAUMITRA,1,BJP,Lotus,MALE,6,38,SC,12th Pass,8656777,1077120,654904,2115,657019,40.37729866,46.23016892,1627199
443,West Bengal,BISHNUPUR,SHYAMAL SANTRA,0,AITC,Flowers and Grass,MALE,0,39,SC,Post Graduate,4642924,650000,578560,412,578972,35.58089699,40.73850735,1627199
444,West Bengal,BISHNUPUR,KHAN SUNIL,0,CPI(M),"Hammer, Sickle and Star",MALE,0,72,SC,Graduate,20299997,0,102498,117,102615,6.306235439,7.220352507,1627199
445,West Bengal,BISHNUPUR,KHAN NARAYAN CHANDRA,0,INC,Hand,MALE,0,67,SC,Graduate Professional,3247596,0,17860,72,17932,1.10201641,1.261758624,1627199
447,Odisha,BOLANGIR,Sangeeta Kumari Singh Deo,1,BJP,Lotus,FEMALE,0,57,GENERAL,Graduate,379590851,7500000,496237,1849,498086,28.55267518,38.11657065,1744446
448,Odisha,BOLANGIR,Kalikesh Narayan Singh Deo,0,BJD,Conch,MALE,0,45,GENERAL,Graduate,204895169,13342386,478183,387,478570,27.43392458,36.62308761,1744446
449,Odisha,BOLANGIR,Samarendra Mishra,0,INC,Hand,MALE,0,45,GENERAL,Post Graduate,26771555,3673500,270712,344,271056,15.53822818,20.74285399,1744446
451,Odisha,BOLANGIR,DINESH NAG,0,APoI,Coat,MALE,0,49,SC,Graduate Professional,1819971,1050000,13902,17,13919,0.797903747,1.065166551,1744446
452,West Bengal,BOLPUR,ASIT KUMAR MAL,1,AITC,Flowers and Grass,MALE,0,63,SC,10th Pass,1310691,0,698441,730,699171,41.00534112,47.82523638,1705073
453,West Bengal,BOLPUR,DAS RAMPRASAD,0,BJP,Lotus,MALE,0,53,SC,Post Graduate,11501067,4905000,591445,1324,592769,34.76502179,40.54704435,1705073
454,West Bengal,BOLPUR,RAM CHANDRA DOME,0,CPI(M),"Hammer, Sickle and Star",MALE,3,61,SC,Graduate Professional,2320217,0,91831,133,91964,5.393552065,6.290592772,1705073
455,West Bengal,BOLPUR,ABHIJIT SAHA,0,INC,Hand,MALE,0,47,SC,Graduate,4195922,113600,30005,107,30112,1.766024094,2.059744351,1705073
456,West Bengal,BOLPUR,SIMANTA MONDAL,0,RVNP,Tractor Chalata Kisan,MALE,0,44,SC,Graduate,1126000,0,17010,3,17013,0.997787192,1.163736406,1705073
457,Uttar Pradesh,BULANDSHAHR,BHOLA SINGH,1,BJP,Lotus,MALE,1,42,SC,Graduate,18728861,0,677196,4125,681321,38.10679978,60.56186667,1787925
458,Uttar Pradesh,BULANDSHAHR,YOGESH VERMA,0,BSP,Elephant,MALE,28,50,SC,12th Pass,47337130,8609902,390458,806,391264,21.88369199,34.77902222,1787925
459,Uttar Pradesh,BULANDSHAHR,BANSHI SINGH,0,INC,Hand,MALE,3,58,SC,10th Pass,13324200,360000,29288,177,29465,1.647999776,2.619111111,1787925
460,Maharashtra,BULDHANA,Jadhav Prataprao Ganpatrao,1,SHS,Bow and Arrow,MALE,3,58,GENERAL,12th Pass,116272966,735482,520537,1440,521977,29.60869422,46.5572434,1762918
461,Maharashtra,BULDHANA,Dr. Rajendra Bhaskarrav Shingne,0,NCP,Clock,MALE,1,58,GENERAL,Graduate Professional,95350365,21940000,388293,397,388690,22.04810434,34.66883587,1762918
462,Maharashtra,BULDHANA,Siraskar Baliram Bhagwan,0,VBA,Cup & Saucer,MALE,2,57,GENERAL,8th Pass,43855736,1730992,172306,321,172627,9.792117387,15.39730152,1762918
463,Bihar,BUXAR,Ashwini Kumar Choubey,1,BJP,Lotus,MALE,3,66,GENERAL,Graduate,40183612,1350667,468690,4363,473053,25.85875051,47.93021413,1829373
464,Bihar,BUXAR,Jagadanand Singh,0,RJD,Hurricane Lamp,MALE,1,75,GENERAL,Graduate Professional,35871242,530000,353627,1817,355444,19.4298265,36.01394988,1829373
465,Bihar,BUXAR,Sushil Kumar Singh,0,BSP,Elephant,MALE,1,50,GENERAL,Graduate Professional,9632514,265000,80031,230,80261,4.387350201,8.132126667,1829373
467,Bihar,BUXAR,Uday Narayan Rai @ Luddu Rajbhar,0,SBSP,Walking Stick,MALE,0,34,GENERAL,Graduate,695070,0,14163,7,14170,0.77458233,1.435718903,1829373
468,Bihar,BUXAR,Ramchandra Singh Yadav,0,IND,Almirah,MALE,,42,GENERAL,Not Available,,,10721,9,10730,0.58653976,1.087174582,1829373
469,Kerala,CHALAKUDY,BENNY BEHANAN,1,INC,Hand,MALE,4,66,GENERAL,Graduate,20461931,915938,472935,509,473444,38.48521822,47.80171905,1230197
470,Kerala,CHALAKUDY,INNOCENT,0,CPI(M),"Hammer, Sickle and Star",MALE,0,71,GENERAL,8th Pass,67456404,670000,340581,589,341170,27.73295659,34.44655015,1230197
471,Kerala,CHALAKUDY,A N RADHAKRISHNAN,0,BJP,Lotus,MALE,6,59,GENERAL,Graduate,21383000,5462000,153934,225,154159,12.531245,15.56480852,1230197
472,Karnataka,CHAMARAJANAGAR,V. SRINIVAS PRASAD,1,BJP,Lotus,MALE,0,71,SC,Post Graduate,143804441,324909,567010,1527,568537,33.71439686,44.7411517,1686333
473,Karnataka,CHAMARAJANAGAR,R. DHRUVANARAYANA,0,INC,Hand,MALE,0,58,SC,Post Graduate,92418254,2190481,565754,966,566720,33.60664827,44.59816247,1686333
474,Karnataka,CHAMARAJANAGAR,Dr. SHIVAKUMARA,0,BSP,Elephant,MALE,0,42,SC,Doctorate,16580750,11600000,87208,423,87631,5.196541846,6.896141966,1686333
476,Uttar Pradesh,CHANDAULI,Dr. Mahendra Nath Pandey,1,BJP,Lotus,MALE,0,62,GENERAL,Doctorate,33359734,0,508113,2620,510733,29.07116596,47.02046506,1756837
477,Uttar Pradesh,CHANDAULI,Sanjay Singh Chauhan,0,SP,Bicycle,MALE,2,43,GENERAL,Post Graduate,4015011,369000,494689,2085,496774,28.27661303,45.73533433,1756837
478,Uttar Pradesh,CHANDAULI,Shivkanya Kushwaha,0,JANADIP,Dolli,FEMALE,2,52,GENERAL,5th Pass,66018000,24777000,22190,101,22291,1.268814352,2.052213557,1756837
479,Uttar Pradesh,CHANDAULI,Ramgovind,0,SBSP,Walking Stick,MALE,0,32,GENERAL,Graduate Professional,197703,9917,18971,14,18985,1.080635255,1.747847758,1756837
481,Chandigarh,CHANDIGARH,KIRRON KHER,1,BJP,Lotus,FEMALE,0,66,GENERAL,Post Graduate,474983574,6279188,230967,221,231188,35.74727591,50.62839849,646729
482,Chandigarh,CHANDIGARH,PAWAN KUMAR BANSAL,0,INC,Hand,MALE,0,70,GENERAL,Graduate Professional,95583235,0,184117,101,184218,28.48457391,40.34232881,646729
483,Chandigarh,CHANDIGARH,HARMOHAN DHAWAN,0,AAP,Broom,MALE,0,78,GENERAL,Post Graduate,243011000,0,13767,14,13781,2.130877075,3.017933282,646729
484,Chandigarh,CHANDIGARH,PARVEEN KUMAR,0,BSP,Elephant,MALE,0,44,SC,Others,686891,0,7391,5,7396,1.143601106,1.619667263,646729
485,NCT OF Delhi,CHANDNI CHOWK,HARSH VARDHAN,1,BJP,Lotus,MALE,0,64,GENERAL,Post Graduate,30171897,0,517939,1116,519055,33.22413417,52.92083922,1562283
486,NCT OF Delhi,CHANDNI CHOWK,JAI PRAKASH AGARWAL,0,INC,Hand,MALE,0,74,GENERAL,Graduate,96159175,0,290689,221,290910,18.62082606,29.66005787,1562283
487,NCT OF Delhi,CHANDNI CHOWK,PANKAJ KUMAR GUPTA,0,AAP,Broom,MALE,0,52,GENERAL,Graduate Professional,204351194,737055,144447,104,144551,9.252548994,14.73786059,1562283
488,Maharashtra,CHANDRAPUR,Balubhau alias Suresh Narayan Dhanorkar,1,INC,Hand,MALE,5,43,GENERAL,12th Pass,137455342,22752880,557550,1957,559507,29.29067715,45.14024362,1910188
489,Maharashtra,CHANDRAPUR,Ahir Hansraj Gangaram,0,BJP,Lotus,MALE,0,64,GENERAL,10th Pass,18300860,45386,512728,2016,514744,26.94729524,41.52882727,1910188
490,Maharashtra,CHANDRAPUR,Adv. Rajendra Shriramji Mahadole,0,VBA,Cup & Saucer,MALE,2,48,GENERAL,Graduate Professional,19703000,6978054,111547,532,112079,5.867432944,9.042377243,1910188
491,Jharkhand,CHATRA,SUNIL KUMAR SINGH,1,BJP,Lotus,MALE,0,55,GENERAL,Post Graduate,226209137,1889051,526205,1872,528077,37.05236673,57.03046365,1425218
492,Jharkhand,CHATRA,MANOJ KUMAR YADAV,0,INC,Hand,MALE,0,62,GENERAL,Graduate,44186530,249224,149254,952,150206,10.53915962,16.22172112,1425218
493,Jharkhand,CHATRA,SUBHASH PRASAD YADAV,0,RJD,Hurricane Lamp,MALE,3,52,GENERAL,Graduate,53288310,5208407,82991,434,83425,5.853490484,9.009607368,1425218
494,Jharkhand,CHATRA,ARJUN KUMAR,0,CPI(M),Ears of Corn And Sickle,MALE,2,40,GENERAL,10th Pass,4518000,90000,22558,19,22577,1.584108536,2.438236806,1425218
495,Jharkhand,CHATRA,NAGESHWAR GANJHU,0,BSP,Elephant,MALE,0,36,GENERAL,Literate,101166000,0,18797,91,18888,1.325270941,2.039837746,1425218
496,Jharkhand,CHATRA,NANDLAL PRASAD,0,IND,Sewing Machine,MALE,0,43,GENERAL,Graduate,16156581,450000,15855,4,15859,1.112742051,1.712716371,1425218
497,Jharkhand,CHATRA,JAIDULA ANSARI,0,IND,Scissors,MALE,0,66,GENERAL,Literate,6925000,100000,13090,0,13090,0.918455984,1.413674084,1425218
498,Jharkhand,CHATRA,RAJENDRA SAHU,0,IND,Truck,MALE,0,41,GENERAL,10th Pass,84976547,58992436,11148,76,11224,0.787528645,1.212152629,1425218
499,Tamil Nadu,CHENNAI CENTRAL,DAYANIDHI MARAN,1,DMK,Rising Sun,MALE,1,52,GENERAL,Graduate,116790616,0,447150,1761,448911,33.69443819,57.13102142,1332300
500,Tamil Nadu,CHENNAI CENTRAL,SAM PAUL. S.R.,0,PMK,Mango,MALE,0,41,GENERAL,Post Graduate,299512500,258028373,146813,578,147391,11.06289875,18.7578348,1332300
501,Tamil Nadu,CHENNAI CENTRAL,KAMEELA NASSER,0,MNM,Battery Torch,FEMALE,0,54,GENERAL,Post Graduate,71905468,9490525,92047,202,92249,6.924041132,11.74014358,1332300
502,Tamil Nadu,CHENNAI CENTRAL,Dr.KARTHIKEYAN. R,0,NTK,Ganna Kisan,MALE,0,31,GENERAL,Post Graduate,17606805,10680758,30809,77,30886,2.318246641,3.930731766,1332300
503,Tamil Nadu,CHENNAI CENTRAL,SHEIK MOHAMED @ DHEHLAN BAQAVI,0,SDPI,Gift Pack,MALE,3,48,GENERAL,Others,2274313,0,23690,51,23741,1.781956016,3.021417563,1332300
505,Tamil Nadu,CHENNAI NORTH,Dr. KALANIDHI VEERASWAMY,1,DMK,Rising Sun,MALE,0,49,GENERAL,Post Graduate,405294714,258386550,589034,1952,590986,39.72531746,61.82308137,1487681
506,Tamil Nadu,CHENNAI NORTH,ALAGAAPURAM R. MOHANRAJ,0,DMDK,Nagara,MALE,6,65,GENERAL,12th Pass,45742218,2831960,129076,392,129468,8.702672145,13.54365535,1487681
507,Tamil Nadu,CHENNAI NORTH,A. G. MOURYA,0,MNM,Battery Torch,MALE,0,62,GENERAL,Post Graduate,41590000,12497000,102980,187,103167,6.934752813,10.79230614,1487681
508,Tamil Nadu,CHENNAI NORTH,KALIYAMMAL.P,0,NTK,Ganna Kisan,FEMALE,3,33,GENERAL,Graduate,1157000,130000,60411,104,60515,4.067740329,6.330477827,1487681
509,Tamil Nadu,CHENNAI NORTH,P.SANTHANA KRISHNAN,0,IND,Gift Pack,MALE,0,44,GENERAL,10th Pass,14263825,0,33232,45,33277,2.236837064,3.481108992,1487681
511,Tamil Nadu,CHENNAI SOUTH,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,1,DMK,Rising Sun,FEMALE,0,56,GENERAL,Doctorate,91793460,500000,563240,1632,564872,28.62237419,50.15106438,1973533
512,Tamil Nadu,CHENNAI SOUTH,Dr.J.JAYAVARDHAN,0,AIADMK,Two Leaves,MALE,0,31,GENERAL,Graduate Professional,32896587,9621000,302152,497,302649,15.3353909,26.87010417,1973533
513,Tamil Nadu,CHENNAI SOUTH,R.RANGARAJAN,0,MNM,Battery Torch,MALE,0,40,GENERAL,Graduate,22654934,689310,135334,131,135465,6.86408588,12.02699715,1973533
514,Tamil Nadu,CHENNAI SOUTH,A.J.SHERINE,0,NTK,Ganna Kisan,FEMALE,0,26,GENERAL,Post Graduate,3466760,0,50156,66,50222,2.544776297,4.458862813,1973533
515,Tamil Nadu,CHENNAI SOUTH,Dr.E.SUBAYA (A) ESAKKI SUBAYA,0,IND,Gift Pack,MALE,0,55,GENERAL,Doctorate,2375841961,18087123,29482,40,29522,1.495895939,2.621053482,1973533
517,Telangana,CHEVELLA,Dr. G. Ranjith Reddy,1,TRS,Car,MALE,0,54,GENERAL,Post Graduate,1634695131,197007553,527878,270,528148,21.61783823,40.5956043,2443112
518,Telangana,CHEVELLA,Konda Vishweshwar Reddy,0,INC,Hand,MALE,1,59,GENERAL,Graduate Professional,8950179170,358127700,513180,651,513831,21.03182335,39.49514142,2443112
519,Telangana,CHEVELLA,B. Janardhan Reddy,0,BJP,Lotus,MALE,0,58,GENERAL,Others,1197313405,66870634,201664,296,201960,8.266505997,15.52346737,2443112
520,Madhya Pradesh,CHHINDWARA,NAKUL KAMAL NATH,1,INC,Hand,MALE,0,44,GENERAL,Graduate,6601946757,8791712,586551,754,587305,38.77156002,47.04167795,1514783
521,Madhya Pradesh,CHHINDWARA,NATHANSAHA KAWRETI,0,BJP,Lotus,MALE,0,57,ST,10th Pass,9006200,236000,548845,924,549769,36.29358132,44.03513718,1514783
522,Madhya Pradesh,CHHINDWARA,MANMOHAN SHAH BATTI,0,ABGP,Battery Torch,MALE,2,56,ST,Post Graduate,6264000,2075000,35871,97,35968,2.374465518,2.880947842,1514783
524,Madhya Pradesh,CHHINDWARA,GYANESHWAR GAJBHIYE,0,BSP,Elephant,MALE,0,45,SC,10th Pass,3361876,0,14262,13,14275,0.942379205,1.143392194,1514783
525,Gujarat,CHHOTA UDAIPUR,RATHVA GITABEN VAJESINGBHAI,1,BJP,Lotus,FEMALE,0,47,ST,12th Pass,8634660,0,761472,2973,764445,45.74083038,61.89562408,1671253
526,Gujarat,CHHOTA UDAIPUR,RATHAVA RANJITSINH MOHANSINH,0,INC,Hand,MALE,0,53,ST,Graduate,34721898,3769537,384059,2443,386502,23.12648055,31.29431483,1671253
528,Gujarat,CHHOTA UDAIPUR,RATHVA FURKANBHAI BALAJIBHAI,0,BSP,Elephant,MALE,0,48,ST,Literate,880000,500000,14948,16,14964,0.895376104,1.211605961,1671253
529,Tamil Nadu,CHIDAMBARAM,THIRUMAAVALAVAN THOL,1,VCK,Pot,MALE,3,56,SC,Doctorate,9244092,394248,498401,1828,500229,33.79418763,43.33774887,1480222
530,Tamil Nadu,CHIDAMBARAM,CHANDRASEKAR P,0,AIADMK,Two Leaves,MALE,0,46,SC,Post Graduate,27182370,5873380,495432,1578,497010,33.57672025,43.05886817,1480222
531,Tamil Nadu,CHIDAMBARAM,ELAVARASAN A,0,IND,Gift Pack,MALE,0,55,SC,Doctorate,14672869,5800000,62219,89,62308,4.209368595,5.398104582,1480222
532,Tamil Nadu,CHIDAMBARAM,SIVAJOTHI M,0,NTK,Ganna Kisan,MALE,,35,SC,Not Available,,,37329,142,37471,2.531444608,3.246330756,1480222
534,Tamil Nadu,CHIDAMBARAM,RAVI T,0,MNM,Battery Torch,MALE,0,49,SC,Others,2864000,500000,15260,74,15334,1.035925692,1.328473641,1480222
535,Karnataka,CHIKKBALLAPUR,B.N.Bache Gowda,1,BJP,Lotus,MALE,0,76,GENERAL,Graduate Professional,1153501141,0,744475,1437,745912,41.23840379,53.74056097,1808780
536,Karnataka,CHIKKBALLAPUR,M.Veerappa Moily,0,INC,Hand,MALE,0,79,GENERAL,Graduate Professional,234515884,104316683,563396,406,563802,31.17029158,40.62012108,1808780
537,Karnataka,CHIKKBALLAPUR,Dr. C.S.Dwarakanath,0,BSP,Elephant,MALE,0,65,GENERAL,Post Graduate,40844395,0,23418,28,23446,1.29623282,1.689208905,1808780
538,Karnataka,CHIKKBALLAPUR,S.Varalakshmi,0,CPI(M),"Hammer, Sickle and Star",FEMALE,3,48,GENERAL,12th Pass,969310,0,18639,9,18648,1.030971152,1.343528434,1808780
539,Karnataka,CHIKKODI,ANNASAHEB SHANKAR JOLLE,1,BJP,Lotus,MALE,0,55,GENERAL,12th Pass,344922831,195595693,641232,3785,645017,39.99966513,52.89266025,1612556
540,Karnataka,CHIKKODI,PRAKASH BABANNA HUKKERI,0,INC,Hand,MALE,0,72,GENERAL,10th Pass,192138555,3881000,524871,1269,526140,32.62770409,43.14451288,1612556
541,Karnataka,CHIKKODI,MACHENDRA DAVALU KADAPURE,0,BSP,Elephant,MALE,0,49,SC,8th Pass,186398,0,15508,67,15575,0.96585793,1.277180576,1612556
542,Karnataka,CHITRADURGA,A NARAYANASWAMY,1,BJP,Lotus,MALE,0,62,SC,Graduate,96197642,0,624200,1995,626195,35.56646956,50.23601972,1760633
543,Karnataka,CHITRADURGA,B N CHANDRAPPA,0,INC,Hand,MALE,0,64,SC,Post Graduate,48222730,0,545159,858,546017,31.01253924,43.80380038,1760633
544,Andhra Pradesh,CHITTOOR,N. REDDEPPA,1,YSRCP,Ceiling Fan,MALE,0,68,SC,Post Graduate,17355862,1341542,681325,5467,686792,43.84247931,52.04408795,1566499
545,Andhra Pradesh,CHITTOOR,NARAMALLI SIVA PRASAD,0,TDP,Bicycle,MALE,0,67,SC,Graduate Professional,69628816,0,545374,4147,549521,35.07956277,41.6418934,1566499
546,Andhra Pradesh,CHITTOOR,CHEEMALA. RANGAPPA,0,INC,Hand,MALE,0,60,SC,Graduate Professional,12832000,0,24497,146,24643,1.573125805,1.867410307,1566499
548,Andhra Pradesh,CHITTOOR,C. PUNYAMURTHY,0,BSP,Elephant,MALE,4,45,SC,Others,30323800,21635686,19952,110,20062,1.280690253,1.520268862,1566499
549,Rajasthan,CHITTORGARH,Chandra Prakash Joshi,1,BJP,Lotus,MALE,0,43,GENERAL,Graduate,19725115,100000,979946,2996,982942,48.75919621,67.35865839,2015911
550,Rajasthan,CHITTORGARH,Gopal Singh Shekhawat,0,INC,Hand,MALE,0,68,GENERAL,Graduate Professional,4594912,0,405681,1014,406695,20.17425372,27.86983319,2015911
552,Rajasthan,CHURU,RAHUL KASWAN,1,BJP,Lotus,MALE,0,42,GENERAL,Graduate,36723865,15163379,786573,6426,792999,39.27479714,59.59387437,2019104
553,Rajasthan,CHURU,RAFIQUE MANDELIA,0,INC,Hand,MALE,3,58,GENERAL,10th Pass,582281544,464721999,457117,1480,458597,22.71289641,34.46356427,2019104
554,Rajasthan,CHURU,BALWAN POONIA,0,CPI(M),"Hammer, Sickle and Star",MALE,12,41,GENERAL,Graduate Professional,3668789,1415622,24892,198,25090,1.242630394,1.885513485,2019104
555,Rajasthan,CHURU,HARI SINGH,0,BSP,Elephant,MALE,0,57,GENERAL,12th Pass,18103000,795000,16059,57,16116,0.798175825,1.21111739,2019104
556,Tamil Nadu,COIMBATORE,NATARAJAN. P.R,1,CPI(M),"Hammer, Sickle and Star",MALE,1,68,GENERAL,12th Pass,20284430,3234168,567741,3409,571150,29.15661002,45.65806692,1958904
557,Tamil Nadu,COIMBATORE,RADHAKRISHNAN. C.P,0,BJP,Lotus,MALE,0,61,GENERAL,Graduate,671140166,23686000,390823,1184,392007,20.01154727,31.33727014,1958904
558,Tamil Nadu,COIMBATORE,MAHENDRAN. R,0,MNM,Battery Torch,MALE,0,55,GENERAL,Post Graduate,1333052340,115756111,144808,296,145104,7.407407407,11.5996991,1958904
559,Tamil Nadu,COIMBATORE,KALYANA SUNDARAM. S,0,NTK,Ganna Kisan,MALE,0,36,GENERAL,Post Graduate,855083,0,60391,128,60519,3.089431641,4.837924455,1958904
560,Tamil Nadu,COIMBATORE,APPATHURAI. N.R.,0,IND,Gift Pack,MALE,3,68,GENERAL,12th Pass,300815900,3555000,37989,72,38061,1.942974235,3.042618726,1958904
562,West Bengal,COOCH BEHAR,NISITH PRAMANIK,1,BJP,Lotus,MALE,11,33,SC,8th Pass,9629810,0,728634,2960,731594,40.3259839,47.9593509,1814200
563,West Bengal,COOCH BEHAR,ADHIKARY PARESH CHANDRA,0,AITC,Flowers and Grass,MALE,0,66,SC,12th Pass,41775148,4120964,676339,1024,677363,37.33673244,44.40425948,1814200
564,West Bengal,COOCH BEHAR,GOBINDA CHANDRA ROY,0,AIFB,Lion,MALE,2,61,SC,Post Graduate,4644800,400000,46648,162,46810,2.580200639,3.068610754,1814200
565,West Bengal,COOCH BEHAR,PIYA ROY CHOWDHURY,0,INC,Hand,FEMALE,0,38,SC,Post Graduate,7263933,547297,28087,128,28215,1.555230956,1.849622996,1814200
566,Tamil Nadu,CUDDALORE,T. R. V .S. RAMESH,1,DMK,Rising Sun,MALE,0,48,GENERAL,Graduate Professional,423378552,102828604,519594,2566,522160,38.28045846,50.04504591,1364038
567,Tamil Nadu,CUDDALORE,Dr. R. GOVINDASAMY,0,PMK,Mango,MALE,1,69,GENERAL,Post Graduate,254147934,1065600,376628,1549,378177,27.72481412,36.24537561,1364038
568,Tamil Nadu,CUDDALORE,K. THANGAVEL,0,IND,Gift Pack,MALE,0,49,GENERAL,10th Pass,10008914,1700000,44865,27,44892,3.291110658,4.302555157,1364038
569,Tamil Nadu,CUDDALORE,R. CHITHRA,0,NTK,Ganna Kisan,FEMALE,0,40,GENERAL,Graduate,640737,0,34565,127,34692,2.543330904,3.324963101,1364038
570,Tamil Nadu,CUDDALORE,V. ANNAMALAI,0,MNM,Battery Torch,MALE,0,44,GENERAL,Post Graduate,88267747,0,23612,101,23713,1.738441304,2.272709847,1364038
571,Odisha,CUTTACK,BHARTRUHARI MAHTAB,1,BJD,Conch,MALE,0,62,GENERAL,Post Graduate,106894976,0,524117,475,524592,34.53544315,49.46839057,1518996
572,Odisha,CUTTACK,PRAKASH MISHRA,0,BJP,Lotus,MALE,0,63,GENERAL,Post Graduate,93102541,0,401959,1432,403391,26.5564228,38.03928299,1518996
573,Odisha,CUTTACK,PANCHANAN KANUNGO,0,INC,Hand,MALE,1,67,GENERAL,Post Graduate,8739577,152000,99742,105,99847,6.573223366,9.415451234,1518996
574,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,DELKAR MOHANBHAI SANJIBHAI,1,IND,Batsman,MALE,0,56,ST,Graduate,708885980,37268162,90399,22,90421,36.16420495,45.44134202,250029
575,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,PATEL NATUBHAI GOMANBHAI,0,BJP,Lotus,MALE,6,46,ST,5th Pass,496942663,215617501,81384,36,81420,32.56422255,40.91786274,250029
576,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,TOKIYA PRABHUBHAI,0,INC,Hand,MALE,1,40,ST,12th Pass,5430633,0,8608,0,8608,3.442800635,4.325975958,250029
577,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,PATEL ANKITA AMRUTBHAI,0,SHS,Bow & Arrow,FEMALE,0,35,ST,Graduate Professional,46486347,12206998,4000,0,4000,1.599814422,2.010211876,250029
578,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,KURADA DEEPAKBHAI,0,IND,Throwing a Javelin,MALE,0,33,ST,Graduate,20095,0,3630,0,3630,1.451831588,1.824267278,250029
580,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,DAYAT MANOJ RANCHOD,0,IND,Helicopter,MALE,0,31,ST,12th Pass,168959,84060,2287,0,2287,0.914693896,1.14933864,250029
581,Gujarat,DAHOD,JASHVANTSINH SUMANBHAI BHABHOR,1,BJP,Lotus,MALE,0,52,ST,Graduate Professional,27070480,0,558977,2783,561760,35.13329777,52.77759771,1598939
